,CustomerID,Gender,MaritalStatus,PaymentMethod,SpendingTarget,EstimatedIncome,CreditAmount,TermLoanMonths,YearlyInterestRate,MonthlyCharges,TotalAmountPayments,CurrentLoans,SustainabilityIndicator,EmploymentStatus,ExistingCustomer,Nationality,BKR_Registration,DefaultInd
1028,8436-BJUMM,Male,Single,Bank transfer,Study,60000.00,12750.00,77,9.6%,222.43,17127.00,0,No,Employed,No,Dutch,No,0
1029,4184-TJFAN,Female,Single,Bank transfer,Study loan debt,31000.00,5160.00,26,8.5%,218.00,5667.93,0,No,Employed,No,Dutch,No,1
1030,8329-GWVPJ,Female,Married,Bank transfer,Study loan debt,26000.00,16560.00,15,8.8%,1169.87,17548.08,1,No,Self-Employed,Yes,Dutch,Yes,1
1031,1352-VHKAJ,Male,Single,Bank transfer,Outstanding loan,47000.00,23900.00,56,8.9%,523.09,29293.08,0,No,Employed,No,Dutch,No,1
1032,4145-UQXUQ,Female,Divorced,Electronic check,Study,30000.00,29050.00,55,9.9%,659.18,36255.08,0,No,Employed,No,Dutch,No,1
1033,2632-TACXW,Female,Single,Mailed check,Other,40000.00,11630.00,43,8.2%,313.06,13461.60,0,Yes,Employed,No,Dutch,No,0
1034,8146-QQKZH,Female,Married,Mailed check,Other,73000.00,20000.00,63,9.2%,401.47,25292.41,0,Yes,Employed,No,Dutch,Yes,1
1035,1767-CJKBA,Male,Divorced,Bank transfer,Study loan debt,75000.00,33000.00,49,8.5%,799.45,39173.07,0,No,Freelancer,No,Dutch,No,1
1036,6445-TNRXS,Male,Divorced,Bank transfer,Outstanding loan,34000.00,18370.00,13,9.7%,1494.32,19426.17,0,No,Self-Employed,No,Indian,No,0
1037,4581-LNWUM,Female,Single,Bank transfer,Other,38000.00,13130.00,74,9.5%,235.13,17399.83,0,Yes,Employed,No,Dutch,No,0
1038,4869-EPIUS,Male,Divorced,Electronic check,Renovation,74000.00,13000.00,80,9.6%,220.64,17650.93,0,Yes,Employed,No,Dutch,No,0
1039,9948-YPTDG,Male,Divorced,Bank transfer,Study,58000.00,13920.00,116,9.4%,183.10,21240.04,0,No,Employed,No,Dutch,No,0
1040,1236-WFCDV,Male,Married,Mailed check,Study,77000.00,32000.00,115,9.2%,419.72,48268.10,0,No,Employed,No,Dutch,No,0
1041,1915-OAKWD,Female,Married,Bank transfer,Study,58000.00,12770.00,56,8.8%,278.88,15617.19,0,No,Employed,No,Dutch,No,0
1042,7296-PIXQY,Female,Single,Bank transfer,Study loan debt,36000.00,7250.00,78,9.8%,126.04,9831.22,0,No,Self-Employed,No,DUTCH,No,1
1043,4883-QICIH,Male,Divorced,Bank transfer,Renovation,31000.00,19760.00,110,9.5%,269.73,29670.46,0,Yes,Employed,No,Dutch,No,0
1044,3354-OADJP,Female,Divorced,Bank transfer,Study,51000.00,16170.00,118,9.9%,214.91,25359.66,0,No,Employed,No,Dutch,No,0
1045,3524-WQDSG,Female,Single,Credit card,Study loan debt,86000.00,27000.00,108,9.4%,371.41,40112.03,0,No,Employed,No,Dutch,No,1
1046,0810-DHDBD,Female,Registered partnership,Bank transfer,Study loan debt,56000.00,13340.00,40,9.8%,392.28,15691.20,0,No,Employed,No,Dutch,No,0
1047,4026-SKKHW,Male,Married,Bank transfer,Other,86000.00,10000.00,55,9.2%,223.52,12293.79,0,Yes,Self-Employed,No,Dutch,No,0
1048,2829-HYVZP,Male,Single,Credit card,Outstanding loan,30000.00,5510.00,82,9.2%,90.76,7442.68,0,No,Employed,No,Dutch,No,0
1049,8329-IBCTI,Female,Single,Mailed check,Outstanding loan,60000.00,23370.00,39,8.5%,687.91,26828.56,2,No,Employed,Yes,Dutch,No,0
1050,1271-SJBGZ,Male,Married,Electronic check,Renovation,32000.00,12010.00,83,9.3%,196.73,16328.92,0,Yes,Employed,No,Dutch,No,0
1051,3845-JHAMY,Female,Married,Bank transfer,Outstanding loan,23000.00,28560.00,81,9.2%,474.64,38445.77,0,No,Employed,No,Dutch,No,0
1052,7013-PSXHK,,Divorced,Bank transfer,Outstanding loan,59000.00,14770.00,76,9.4%,258.64,19656.32,0,No,Self-Employed,No,Dutch,No,1
1053,5669-SRAIP,Female,Single,Bank transfer,Other,40000.00,14850.00,104,9.6%,210.87,21930.53,0,Yes,Employed,No,Dutch,No,0
1054,5981-ITEMU,Male,Married,Bank transfer,Study loan debt,37000.00,13990.00,91,9.3%,214.84,19550.29,1,No,Employed,Yes,Dutch,No,0
1055,3486-NPGST,Female,Married,Bank transfer,Study loan debt,68000.00,25210.00,95,9.4%,377.23,35837.23,0,No,Self-Employed,No,Taiwanese,No,0
1056,6941-PMGEP,Female,Registered partnership,Electronic check,Outstanding loan,69000.00,9510.00,118,9.2%,122.76,14485.64,0,No,Employed,No,Dutch,No,0
1057,1624-WOIWJ,Female,Registered partnership,Bank transfer,Other,69000.00,5420.00,65,9.7%,107.53,6989.38,0,Yes,Self-Employed,No,Dutch,No,0
1058,2074-GKOWZ,Male,Single,Mailed check,Study loan debt,48000.00,12260.00,29,8.7%,470.28,13638.19,0,No,Freelancer,No,Dutch,No,0
1059,0376-YMCJC,Male,Single,Bank transfer,Study loan debt,43000.00,19780.00,46,9.6%,515.66,23720.37,0,No,Freelancer,No,Italian,No,1
1060,6100-FJZDG,Male,Divorced,Electronic check,Study loan debt,34000.00,28910.00,110,9.7%,397.75,43752.32,0,No,Employed,No,Dutch,Yes,1
1061,4829-ZLJTK,Female,Married,Mailed check,Other,87000.00,20000.00,119,9.3%,257.92,30692.54,0,Yes,Employed,No,Dutch,No,0
1062,1730-VFMWO,Female,Single,Bank transfer,Study loan debt,67000.00,23900.00,66,8.8%,458.10,30234.39,0,No,Freelancer,No,Dutch,No,0
1063,7143-BQIBA,Male,Registered partnership,Credit card,Study,48000.00,9180.00,62,9.2%,186.59,11568.47,1,No,Employed,Yes,Dutch,Yes,0
1064,3800-LYTRK,,Single,Credit card,Study loan debt,78000.00,16000.00,27,9.2%,658.30,17774.13,0,No,Employed,No,Dutch,No,0
1065,0634-SZPQA,Female,Single,Electronic check,Study,52000.00,7410.00,59,9.8%,158.77,9367.64,0,No,Employed,No,Dutch,No,0
1066,9646-NMHXE,Male,Single,Bank transfer,Outstanding loan,72000.00,31000.00,109,9.9%,432.29,47119.23,0,No,Employed,No,Dutch,No,1
1067,7030-NJVDP,Male,Single,Electronic check,Study loan debt,56000.00,29100.00,66,9.3%,564.91,37284.24,1,No,Employed,Yes,Dutch,No,0
1068,5536-RTPWK,Male,Registered partnership,Bank transfer,Study loan debt,37000.00,7680.00,57,8.4%,163.86,9340.28,0,No,Employed,No,Dutch,No,0
1069,8883-GRDWQ,Male,Married,Electronic check,Study loan debt,48000.00,25930.00,17,8.5%,1624.36,27614.14,0,No,Employed,No,Turkish,No,1
1070,6166-ILMNY,Female,Divorced,Electronic check,Study loan debt,45000.00,24870.00,80,9.3%,418.31,33464.55,0,No,Freelancer,No,Dutch,No,0
1071,3097-NNSPB,Female,Registered partnership,Credit card,Renovation,58000.00,8270.00,62,9.8%,170.53,10572.64,0,Yes,Employed,No,Dutch,No,0
1072,7771-ZONAT,Male,Married,Bank transfer,Study,49000.00,26150.00,114,9.7%,351.95,40121.82,0,No,Employed,No,Dutch,No,0
1073,0655-RBDUG,Male,Registered partnership,Electronic check,Renovation,37000.00,10250.00,53,8.2%,231.18,12252.50,0,Yes,Self-Employed,No,Dutch,No,0
1074,2111-DWYHN,Male,Married,Mailed check,Outstanding loan,30000.00,5950.00,119,9.6%,77.71,9246.99,0,No,Employed,No,Dutch,No,0
1075,4194-WHFCB,Female,Divorced,Bank transfer,Car,80000.00,18000.00,68,9.8%,346.03,23529.78,0,Yes,Employed,No,Dutch,No,0
1076,4121-AGSIN,Female,Registered partnership,Credit card,Other,33000.00,25180.00,100,9.5%,365.43,36543.17,0,Yes,Employed,No,Dutch,No,0
1077,4361-BKAXE,Female,Married,Mailed check,Study loan debt,53000.00,17000.00,76,9.9%,301.98,22950.61,2,No,Employed,Yes,Dutch,No,0
1078,9845-PEEKO,Female,Divorced,Bank transfer,Study,50000.00,14140.00,48,9.6%,355.92,17084.01,0,No,Employed,No,Dutch,Yes,1
1079,0455-XFASS,Female,Single,Mailed check,Outstanding loan,77000.00,19000.00,89,9.3%,296.30,26370.69,0,No,Employed,No,Dutch,No,1
1080,0301-KOBTQ,Male,,Bank transfer,Other,34000.00,28150.00,57,9.6%,616.93,35164.83,0,Yes,Self-Employed,No,Dutch,No,0
1081,1751-NCDLI,Male,Divorced,Bank transfer,Outstanding loan,85000.00,9000.00,21,9.2%,465.63,9778.31,0,No,Self-Employed,No,Dutch,No,0
1082,4367-NUYAO,Male,Registered partnership,Bank transfer,Study loan debt,64000.00,26810.00,45,9.1%,705.44,31744.68,0,No,Self-Employed,No,Dutch,No,0
1083,9878-TNQGW,Male,Single,Mailed check,Study loan debt,36000.00,28900.00,48,9.2%,721.93,34652.42,0,No,Freelancer,No,Dutch,No,1
1084,9170-ARBTB,Female,Registered partnership,Mailed check,Study loan debt,77000.00,38000.00,89,9.9%,604.41,53792.54,0,No,Self-Employed,No,Dutch,No,0
1085,4441-NIHPT,Female,Married,Bank transfer,Study loan debt,24000.00,27080.00,71,8.9%,491.98,34930.84,0,No,Employed,No,Dutch,Yes,0
1086,8999-BOHSE,Female,Single,Electronic check,Outstanding loan,34000.00,18430.00,76,9.8%,326.45,24810.12,1,No,Employed,Yes,Dutch,No,0
1087,7241-AJHFS,Male,Single,Credit card,Study loan debt,27000.00,18570.00,33,9.9%,645.10,21288.43,0,No,Employed,No,Dutch,No,0
1088,7029-RPUAV,Male,Single,Bank transfer,Other,69000.00,16000.00,116,9.9%,214.83,24920.01,0,Yes,Employed,No,Dutch,No,0
1089,4546-FOKWR,Female,Divorced,Bank transfer,Study loan debt,24000.00,7050.00,77,9.3%,121.92,9388.02,0,No,Freelancer,No,Dutch,No,0
1090,9036-CSKBW,Female,Registered partnership,Bank transfer,Outstanding loan,59000.00,11820.00,94,9.7%,179.99,16919.39,1,No,Self-Employed,Yes,Dutch,No,0
1091,5832-TRLPB,Male,Single,Bank transfer,Car,69000.00,22550.00,54,9.9%,519.19,28036.12,0,Yes,Employed,No,Dutch,No,0
1092,8590-YFFQO,Male,Divorced,Credit card,Renovation,26000.00,6890.00,57,9.8%,151.67,8645.21,0,Yes,Self-Employed,No,Dutch,No,0
1093,8659-IOOPU,Female,Married,Credit card,Car,42000.00,15090.00,23,8.3%,711.92,16374.11,2,Yes,Self-Employed,Yes,Dutch,No,0
1094,1338-CECEE,Male,Registered partnership,Mailed check,Outstanding loan,53000.00,7780.00,22,9.8%,387.79,8531.46,0,No,Employed,No,Dutch,No,0
1095,7439-DKZTW,Male,Divorced,Bank transfer,Other,82000.00,49000.00,76,9.8%,867.93,65962.88,0,Yes,Employed,No,Dutch,No,0
1096,4646-QZXTF,Female,Registered partnership,Electronic check,Study loan debt,51000.00,21280.00,102,9.4%,303.73,30980.56,0,No,Self-Employed,No,Dutch,No,0
1097,4607-CHPCA,Male,Single,Bank transfer,Car,44000.00,20570.00,49,9.3%,506.14,24801.00,0,Yes,Employed,No,Dutch,No,0
1098,9742-XOKTS,Male,Single,Bank transfer,Outstanding loan,41000.00,16100.00,113,9.9%,219.61,24815.83,0,No,Employed,No,Dutch,Yes,1
1099,6921-OZMFH,Male,,Bank transfer,Study,45000.00,20030.00,58,8.6%,423.30,24551.14,2,No,Employed,Yes,Dutch,No,0
1100,9578-FOMUK,Male,Single,Mailed check,Study loan debt,83000.00,20000.00,58,8.4%,420.74,24402.94,0,No,Employed,No,Dutch,No,0
1101,4712-UYOOI,Female,Single,Electronic check,,46000.00,13470.00,15,9.3%,954.68,14320.18,0,No,Employed,No,Dutch,No,0
1102,8824-RWFXJ,Male,Single,Bank transfer,,29000.00,21500.00,90,9.8%,338.27,30444.39,0,No,Employed,No,Dutch,No,0
1103,7722-CVFXN,Male,Widowed,Bank transfer,Study loan debt,75000.00,43000.00,52,8.6%,993.48,51660.98,0,No,Employed,No,Dutch,No,0
1104,8717-VCTXJ,Male,Divorced,Electronic check,Other,58000.00,22130.00,49,9.8%,549.82,26941.42,0,Yes,Employed,No,Dutch,No,1
1105,7363-QTBIW,Female,Married,Mailed check,Study,82000.00,39000.00,69,9.2%,729.95,50366.66,0,No,Employed,No,Israeli,No,0
1106,4159-NAAIX,Female,Registered partnership,Bank transfer,Other,55000.00,20550.00,32,9.1%,725.67,23221.59,0,Yes,Employed,No,Dutch,No,0
1107,0971-QIFJK,Female,Registered partnership,Electronic check,Outstanding loan,86000.00,39000.00,19,9.0%,2210.03,41990.54,0,No,Self-Employed,No,Dutch,No,0
1108,9397-TZSHA,,Registered partnership,Electronic check,Other,34000.00,17040.00,50,8.7%,407.51,20375.72,1,Yes,Employed,Yes,Dutch,No,0
1109,3391-JSQEW,Male,Single,Bank transfer,Study,31000.00,10250.00,90,9.5%,159.67,14370.41,0,,Self-Employed,No,Dutch,No,0
1110,0343-QLUZP,Male,Divorced,Bank transfer,Study loan debt,84000.00,35000.00,73,9.7%,636.62,46473.45,0,No,Employed,No,Dutch,No,1
1111,9763-PDTKK,Female,Single,Electronic check,Renovation,27000.00,28890.00,50,8.3%,685.43,34271.74,0,Yes,Employed,No,Dutch,No,0
1112,2176-LVPNX,Female,Married,Bank transfer,Car,50000.00,17970.00,112,9.3%,240.61,26948.67,0,Yes,Employed,No,Dutch,No,0
1113,7627-JKIAZ,Female,Divorced,Bank transfer,Study loan debt,52000.00,27020.00,58,8.3%,567.13,32893.26,0,No,Freelancer,No,Dutch,No,1
1114,3312-UUMZW,Male,Married,Mailed check,Other,26000.00,14620.00,114,9.8%,197.56,22522.17,0,Yes,Employed,No,Dutch,No,0
1115,1271-UODNO,Male,Married,Mailed check,Study loan debt,42000.00,13150.00,56,8.3%,284.03,15905.57,0,No,Employed,No,Dutch,No,0
1116,8461-EFQYM,Female,Registered partnership,Bank transfer,Outstanding loan,88000.00,48000.00,85,9.6%,780.47,66340.05,0,No,Employed,No,Dutch,No,0
1117,6900-RBKER,Male,Divorced,Bank transfer,,54000.00,19400.00,63,9.8%,395.14,24894.12,0,Yes,Self-Employed,No,Dutch,No,0
1118,6891-JPYFF,Female,Married,Bank transfer,Study,39000.00,26730.00,115,9.3%,352.04,40484.81,0,No,Freelancer,No,Dutch,No,0
1119,1459-QNFQT,Male,Single,Bank transfer,Study,24000.00,15170.00,41,9.3%,433.31,17765.77,0,No,Employed,No,Dutch,No,0
1120,1047-NNCBF,Male,Single,Bank transfer,Outstanding loan,84000.00,31000.00,117,9.4%,405.63,47459.04,0,No,Self-Employed,No,Dutch,Yes,1
1121,3696-XRIEN,Female,Widowed,Bank transfer,Outstanding loan,63000.00,29290.00,69,9.6%,554.03,38228.11,1,No,Self-Employed,Yes,Dutch,No,1
1122,4081-DYXAV,Female,Married,Bank transfer,Study loan debt,85000.00,46000.00,28,9.8%,1844.51,51646.36,0,No,Employed,No,Dutch,No,0
1123,0074-HDKDG,Male,Single,Electronic check,Outstanding loan,58000.00,17830.00,19,8.9%,1009.56,19181.70,1,No,Employed,Yes,Dutch,No,0
1124,8791-GFXLZ,Male,Married,Bank transfer,,64000.00,6990.00,51,8.8%,164.78,8403.72,1,Yes,Employed,Yes,Indian,No,0
1125,8111-SLLHI,Male,Registered partnership,Electronic check,Renovation,67000.00,5940.00,22,9.8%,296.08,6513.74,0,Yes,Employed,No,Dutch,No,0
1126,0927-LCSMG,Male,Registered partnership,Bank transfer,Study loan debt,37000.00,22560.00,80,9.2%,378.31,30264.94,0,No,Employed,No,Dutch,No,0
1127,9330-DHBFL,Female,Single,Bank transfer,Study loan debt,68000.00,10020.00,65,8.3%,191.92,12474.66,0,No,Employed,No,Dutch,No,0
1128,0098-BOWSO,Male,Registered partnership,Bank transfer,Renovation,34000.00,14630.00,107,9.9%,206.37,22081.75,0,Yes,Self-Employed,No,Dutch,No,0
1129,3452-ABWRL,Male,Married,Bank transfer,Study,72000.00,34000.00,94,9.9%,521.32,49003.90,0,No,Freelancer,No,Dutch,No,1
1130,5859-HZYLF,Male,Widowed,Bank transfer,Study loan debt,77000.00,27000.00,80,9.8%,461.00,36879.92,0,No,Self-Employed,No,Dutch,No,1
1131,8257-RZAHR,Female,Single,Bank transfer,Study loan debt,47000.00,10740.00,104,9.2%,150.23,15623.74,0,No,Employed,No,Dutch,No,1
1132,5293-WXJAK,Female,Widowed,Electronic check,Study,24000.00,26050.00,55,9.3%,583.54,32094.44,0,No,Self-Employed,No,Dutch,No,0
1133,3156-QLHBO,Male,Divorced,Bank transfer,Study,63000.00,23320.00,98,9.6%,344.21,33732.41,0,No,Employed,No,Dutch,No,0
1134,2208-NQBCT,Female,Divorced,Bank transfer,Other,45000.00,25070.00,112,9.5%,338.38,37898.58,0,Yes,Employed,No,Dutch,No,0
1135,1779-PWPMG,,Divorced,Bank transfer,Outstanding loan,66000.00,11380.00,45,8.8%,297.82,13402.09,0,No,Employed,No,Dutch,No,0
1136,6621-NRZAK,Female,Single,Electronic check,Outstanding loan,24000.00,22840.00,86,9.2%,363.67,31275.42,0,No,Self-Employed,No,Dutch,No,0
1137,0831-JNISG,Male,Married,Electronic check,Study,23000.00,6230.00,29,9.4%,240.99,6988.66,0,No,Self-Employed,No,German,No,0
1138,0774-IFUVM,Male,Single,Electronic check,Study loan debt,37000.00,14540.00,15,8.9%,1027.84,15417.58,1,No,Self-Employed,Yes,Dutch,No,1
1139,3082-WQRVY,Male,Single,Bank transfer,Other,36000.00,20650.00,92,9.7%,319.03,29351.02,0,Yes,Self-Employed,No,Dutch,No,0
1140,9553-DLCLU,Female,Divorced,Bank transfer,Study,52000.00,29550.00,72,9.8%,544.46,39201.33,0,No,Self-Employed,No,Morocan,No,1
1141,1641-BYBTK,Male,Registered partnership,Bank transfer,Study loan debt,82000.00,39000.00,54,9.3%,886.61,47877.06,0,No,Employed,No,Dutch,No,0
1142,2460-NGXBJ,Male,Married,Credit card,,66000.00,7000.00,12,8.2%,609.57,7314.80,0,No,Employed,No,Dutch,No,0
1143,2446-ZKVAF,Male,Registered partnership,Bank transfer,Outstanding loan,89000.00,18000.00,25,9.2%,793.95,19848.77,1,No,Self-Employed,Yes,Dutch,No,0
1144,0841-NULXI,Male,,Bank transfer,Study loan debt,32000.00,5450.00,52,8.3%,125.14,65073.42,0,No,Self-Employed,No,Russian,No,0
1145,3522-CDKHF,Female,Married,Electronic check,Study loan debt,79000.00,28000.00,32,8.7%,983.58,31474.40,2,No,Freelancer,Yes,Dutch,No,0
1146,1430-SFQSA,Male,Married,Bank transfer,Outstanding loan,25000.00,12260.00,16,8.3%,812.08,12993.20,0,No,Employed,No,French,No,0
1147,0411-EZJZE,Female,Single,Mailed check,,79000.00,32000.00,92,9.7%,494.38,45483.41,0,No,Employed,No,Dutch,No,0
1148,7851-WZEKY,Female,Single,Mailed check,Study,33000.00,24640.00,58,9.0%,525.47,30477.37,0,No,Employed,No,Dutch,No,0
1149,8844-TONUD,Male,Registered partnership,Electronic check,Other,25000.00,23120.00,79,9.5%,394.77,31187.04,0,Yes,Self-Employed,No,Dutch,No,0
1150,8807-ARQET,Female,Single,Mailed check,Outstanding loan,45000.00,8020.00,21,9.2%,414.93,8713.56,0,No,Employed,No,Dutch,No,1
1151,8992-CEUEN,Female,Married,Credit card,Outstanding loan,31000.00,23790.00,40,9.3%,693.98,27759.00,0,No,Employed,No,Dutch,No,0
1152,4320-QMLLA,,Single,Bank transfer,Study,59000.00,20240.00,107,9.7%,283.33,30316.07,0,No,Employed,No,Dutch,No,0
1153,8777-PVYGU,Female,Divorced,Bank transfer,Study loan debt,44000.00,23870.00,111,9.5%,323.99,35963.05,0,No,Freelancer,No,Dutch,No,0
1154,8292-ITGYJ,Female,Single,Bank transfer,Car,43000.00,9780.00,32,8.2%,341.30,10921.46,0,Yes,Self-Employed,No,Dutch,No,0
1155,6870-ZWMNX,Male,Single,Mailed check,Study loan debt,39000.00,26990.00,71,8.8%,489.01,34720.04,0,No,Self-Employed,No,Norwegian,No,0
1156,0621-CXBKL,Female,Single,Credit card,Study loan debt,35000.00,12390.00,71,9.8%,230.65,16376.41,0,No,Employed,No,Dutch,No,0
1157,5268-DSMNQ,Female,Married,Electronic check,Study,61000.00,11430.00,30,9.4%,429.00,12870.08,0,No,Employed,No,Dutch,No,0
1158,5334-JLAXU,Female,Married,Bank transfer,Outstanding loan,44000.00,27360.00,88,9.4%,431.45,37967.90,3,No,Self-Employed,Yes,Dutch,No,0
1159,4086-YQSNZ,Female,Divorced,Bank transfer,Outstanding loan,83000.00,43000.00,88,9.2%,673.67,59282.68,0,No,Employed,No,Italian,No,0
1160,6242-MBHPK,Female,Divorced,Bank transfer,Outstanding loan,32000.00,18880.00,39,9.9%,568.13,22157.02,0,No,Employed,No,MOROCAN,No,0
1161,5868-CZJDR,,Widowed,Electronic check,Study loan debt,31000.00,16310.00,88,9.8%,260.57,22930.47,0,No,Employed,No,Dutch,No,0
1162,9359-UGBTK,Female,Divorced,Credit card,Outstanding loan,75000.00,48000.00,16,8.2%,3177.22,50835.46,0,No,Self-Employed,No,Dutch,No,0
1163,0135-NMXAP,Female,Divorced,Bank transfer,Study,43000.00,10090.00,75,9.7%,179.94,13495.20,0,No,Employed,No,DUTCH,No,0
1164,4782-OSFXZ,Female,Single,Bank transfer,Outstanding loan,23000.00,20470.00,57,8.4%,436.76,24895.24,0,No,Employed,No,Dutch,No,1
1165,6479-OAUSD,Male,Married,Credit card,Study,54000.00,8910.00,21,9.5%,462.20,9706.30,0,No,Employed,No,Dutch,Yes,1
1166,7129-ACFOG,Female,Single,Bank transfer,Other,53000.00,25980.00,95,9.9%,395.57,37579.10,2,Yes,Freelancer,Yes,Dutch,No,0
1167,4189-NAKJS,Male,Single,Bank transfer,Study,70000.00,47000.00,38,9.2%,1430.45,54356.97,0,No,Employed,No,Dutch,No,1
1168,5562-BETPV,Male,Married,Bank transfer,Outstanding loan,84000.00,12000.00,76,9.4%,210.13,15969.93,1,No,Employed,Yes,Dutch,No,0
1169,1282-IHQAC,Male,Married,Mailed check,Study loan debt,34000.00,7120.00,43,9.7%,196.68,8457.39,1,No,Freelancer,Yes,Portuguese,Yes,1
1170,9127-FHJBZ,Male,Single,Bank transfer,Study,68000.00,26710.00,105,9.4%,374.12,39282.37,0,No,Employed,No,Dutch,No,0
1171,6270-OMFIW,Male,,Electronic check,Car,72000.00,13000.00,80,9.5%,219.98,17598.04,1,Yes,Employed,Yes,Dutch,No,0
1172,1641-RQDAY,Female,Single,Electronic check,Study,32000.00,24580.00,56,9.5%,545.10,30525.44,2,No,Employed,Yes,Dutch,No,0
1173,0107-WESLM,Male,Single,Bank transfer,Study loan debt,48000.00,23510.00,114,9.6%,315.14,35925.63,0,No,Employed,No,Dutch,No,0
1174,6994-ORCWG,Female,Divorced,Mailed check,Study loan debt,28000.00,22870.00,46,8.4%,583.23,26828.60,0,No,Freelancer,No,Dutch,No,0
1175,1346-UFHAX,Female,Married,Bank transfer,Study,40000.00,11930.00,46,9.2%,308.74,14202.25,0,No,Freelancer,No,Dutch,No,0
1176,3992-YWPKO,Female,Married,Electronic check,Outstanding loan,57000.00,8470.00,115,9.8%,113.85,13093.09,0,No,Freelancer,No,Dutch,No,0
1177,2933-XEUJM,Female,Married,Bank transfer,Other,47000.00,5830.00,99,9.7%,85.79,8492.90,0,Yes,Employed,No,Dutch,No,0
1178,0125-LZQXK,Male,Single,Electronic check,Outstanding loan,40000.00,24370.00,85,9.8%,398.76,33894.74,1,No,Employed,Yes,Dutch,No,1
1179,5461-QKNTN,Male,Single,Electronic check,Other,33000.00,29700.00,100,9.8%,435.75,43574.75,0,Yes,Employed,No,Dutch,No,0
1180,4835-YSJMR,Male,Married,Electronic check,Study loan debt,78000.00,25000.00,40,8.8%,723.41,28936.57,0,No,Employed,No,Dutch,No,0
1181,8399-YNDCH,Male,Married,Bank transfer,Study,83000.00,10000.00,67,8.9%,189.94,12725.80,0,No,Employed,No,Dutch,No,0
1182,3164-YAXFY,Male,Married,Bank transfer,Renovation,35000.00,26050.00,117,9.7%,345.12,40379.41,0,Yes,Employed,No,Dutch,No,0
1183,0887-WBJVH,Female,Registered partnership,Credit card,Study loan debt,89000.00,8000.00,40,9.8%,235.25,9410.02,0,No,Employed,No,Dutch,No,0
1184,4660-IRIBM,Male,Married,Bank transfer,Outstanding loan,58000.00,17560.00,93,9.4%,266.58,24791.79,0,No,Employed,No,Dutch,No,0
1185,5673-FSSMF,Female,Registered partnership,Bank transfer,Study loan debt,42000.00,17940.00,101,9.6%,259.62,26221.24,0,No,Self-Employed,No,Dutch,No,1
1186,7670-ZBPOQ,Female,Married,Bank transfer,Study,82000.00,34000.00,86,9.3%,543.10,46706.74,1,No,Employed,Yes,Dutch,No,0
1187,8089-UZWLX,Female,Married,Electronic check,Renovation,65000.00,20480.00,46,8.6%,524.21,24113.57,0,Yes,Employed,No,Dutch,No,0
1188,0080-OROZO,Female,Single,Bank transfer,Outstanding loan,39000.00,14010.00,102,9.9%,203.69,20776.28,0,No,Employed,No,Dutch,No,0
1189,3916-NRPAP,Male,Married,Bank transfer,Other,54000.00,6800.00,31,9.8%,249.18,7724.63,0,Yes,Employed,No,Dutch,No,0
1190,6807-SIWJI,Male,Widowed,Bank transfer,Study loan debt,49000.00,9260.00,76,9.2%,161.22,12252.73,0,No,Self-Employed,No,Dutch,No,0
1191,8221-HVAYI,Male,Single,Electronic check,Outstanding loan,36000.00,19970.00,100,9.7%,291.93,29193.29,0,No,Freelancer,No,Dutch,No,0
1192,1579-KLYDT,Male,Divorced,Electronic check,Renovation,83000.00,20000.00,103,9.7%,286.84,29544.26,0,Yes,Self-Employed,No,Dutch,No,0
1193,5232-NXPAY,Female,Registered partnership,Bank transfer,Car,44000.00,29470.00,37,9.9%,927.48,34316.80,2,Yes,Employed,Yes,Dutch,No,0
1194,8967-SZQAS,Female,Single,Bank transfer,Study loan debt,54000.00,27540.00,24,9.9%,1269.56,30469.45,0,No,Employed,No,Dutch,No,0
